Error in 32:
Comments:

	Similar sentence 0: 7379406.6.txt Score: 0.9985352007544933
	Sentence: The mild immunosuppression that occurs with methotrexate therapy probably places patients with rheumatoid arthritis at added risk of developing lymphoproliferative diseases, but coincidence cannot be excluded.
	Gold labels: lymphoproliferative diseases
	Manual labels:
	Comments:

	Similar sentence 6: 3753891.2.txt Score: 0.9950915278441563
	Sentence: In addition to the recognized arrhythmic complications, the authors emphasize myocardial necrosis as a possible further manifestation of amsacrine-related cardiotoxicity.
	Gold labels: myocardial necrosis
	Manual labels:
	Comments:

	Similar sentence 7: 7071645.1.txt Score: 0.9950553114993103
	Sentence: We have described a man with classic rheumatoid arthritis who had membranous nephropathy associated with nephrotic syndrome not related to gold or penicillamine therapy.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 2378415.1.txt Score: 0.994737691013611
	Sentence: A patient with intracranial osteosarcoma that arose 16 years after radiation therapy for hereditary retinoblastoma developed fatal cerebral edema and brainstem herniation after she received a single dose of intravenous methotrexate.
	Gold labels: brainstem herniation	fatal cerebral edema
	Manual labels:
	Comments:

	Similar sentence 9: 11109149.2.txt Score: 0.9946962283830476
	Sentence: We describe a 57-year-old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx.
	Gold labels: acute digital ischemia	gangrene
	Manual labels:
	Comments:

Error in 57:
Comments:

	Similar sentence 0: 2669373.1.txt Score: 0.9968305868274158
	Sentence: Thrombotic microangiopathy (TMA) is a serious toxicity associated with a small number of antineoplastic agents.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 1: 11876387.2.txt Score: 0.9967774847859584
	Sentence: Since tamoxifen therapy can induce endometrial disorders, surveillance schemes of women taking tamoxifen have been recommended.
	Gold labels: endometrial disorders
	Manual labels:
	Comments:

	Similar sentence 2: 14723711.1.txt Score: 0.996761795781285
	Sentence: Pigmentary disorders are recognized adverse effects of the semi-synthetic tetracycline derivative antibiotic, minocycline.
	Gold labels: Pigmentary disorders
	Manual labels:
	Comments:

	Similar sentence 3: 3513544.3.txt Score: 0.9965700755115935
	Sentence: With the increasing use of Cyclosporine A in transplant patients, the incidence of herpes esophagitis may increase.
	Gold labels: herpes esophagitis
	Manual labels:
	Comments:

	Similar sentence 4: 8825747.1.txt Score: 0.9965296560854898
	Sentence: A retrospective study was conducted of 40 loperamide poisoning cases recorded at the Centre National d'Informations Toxicologiques Veterinaires.
	Gold labels: loperamide poisoning
	Manual labels:
	Comments:

	Similar sentence 5: 1359782.4.txt Score: 0.996381046921916
	Sentence: Sulfasalazine-induced lung disorder is an extremely rare entity which must be considered in all ulcerative colitis patients while on sulfasalazine therapy, despite the absence of pulmonary symptomatology.
	Gold labels: lung disorder	ulcerative colitis
	Manual labels:
	Comments:

	Similar sentence 6: 7781845.9.txt Score: 0.9963500173770611
	Sentence: Clinicians who manage cachectic patients, particularly those with protracted diarrhoea and/or receiving anti-malarial drugs including mefloquine, should be aware of the risk of severe hypoglycaemia.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 7: 18067642.1.txt Score: 0.9963448649674258
	Sentence: Amiodarone is well recognized as an anti-arrhythmic drug containing a high dose of iodine with considerable potential to cause thyroid dysfunction.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 15162903.8.txt Score: 0.9963429481391985
	Sentence: Clinicians should be aware of the signs and symptoms of neurotoxicity during treatment, as well as predisposing factors that put patients receiving methotrexate at risk for neurotoxic effects.
	Gold labels: neurotoxicity
	Manual labels:
	Comments:

	Similar sentence 9: 672731.4.txt Score: 0.9963356891639795
	Sentence: Charcoal haemoperfusion and cysteamine therapy led to the rapid removal of the paracetamol from the body and consequently prevented the development of severe hepatic necrosis.
	Gold labels: 
	Manual labels:
	Comments:

Error in 194:
Comments:

	Similar sentence 0: 8678015.8.txt Score: 0.9986578852395238
	Sentence: Pathogenic mechanisms for the development of pseudomembranous colitis and the epidemiology of this condition in patients with AIDS are discussed.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 1: 18431096.7.txt Score: 0.9986573391009512
	Sentence: These cases indicate the potential for development of acral cyanosis, livedo reticularis, or Raynaud symptoms with these medications and their potential contribution to a vasculopathy.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 2: 2257522.6.txt Score: 0.9986187784861007
	Sentence: Although hypophosphatemia induced by aluminum-containing antacids is rare, treatment of peptic ulcer disease with a combination of two aluminum-containing agents may increase the risk of clinically significant hypophosphatemia.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 3: 14514135.5.txt Score: 0.9985788035510075
	Sentence: NEH must be considered in lupus patients receiving cytotoxic agents to avoid inappropriate use of corticosteroids or antibiotics in this self-limited condition.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 4: 18277922.4.txt Score: 0.9985720289799338
	Sentence: Detection of VZV DNA in blood may be useful for early diagnosis in immunocompromised hosts who present with zoster without skin lesions.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 5: 19336028.4.txt Score: 0.998570107486193
	Sentence: Namely, that recalcitrant psoriatic skin lesions may have good clearing on one biologic, such as efalizumab, and arthritic symptoms can be well-controlled with etanercept, leading patients to be on two different biologics concurrently to control symptoms.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 6: 12100953.6.txt Score: 0.9985096285347937
	Sentence: Prospective randomized combination trials similar to the Intergroup Rhabdomyosarcoma Study in the pediatric population are necessary to better understand and manage these potentially curable sarcomas.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 7: 12921505.11.txt Score: 0.9985022183389294
	Sentence: Argatroban is hepatically cleared and may be the preferred direct thrombin inhibitor in the presence of significant renal impairment, but conversely has prolonged effects in hepatic failure.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 16025424.2.txt Score: 0.9984900705081651
	Sentence: Recently, atypical antipsychotics have been more widely used in the treatment of behavioral and psychological symptoms with dementia (BPSD) than conventional neuroleptics because of a reduced tendency for movement disorders and psychomotor retardation.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 9: 19217693.4.txt Score: 0.9984726797894063
	Sentence: Thus, it is important for dermatologists treating patients with diabetes and antitumor necrosis factor-alpha agents for psoriasis to be aware of potential hypoglycemia and to adjust antidiabetes therapy accordingly.
	Gold labels: 
	Manual labels:
	Comments:

Error in 259:
Comments:

	Similar sentence 0: 15760792.1.txt Score: 0.995246268703825
	Sentence: OBJECTIVE: To report the case of a young woman with Graves' disease in whom ototoxicity developed because of propylthiouracil (PTU)-induced antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis.
	Gold labels: ototoxicity
	Manual labels:
	Comments:

	Similar sentence 1: 15013892.8.txt Score: 0.9947355342761869
	Sentence: CONCLUSIONS: Low dosages of quinacrine used for malaria prophylaxis can be associated with a delayed, severe maculopathy indistinguishable from chloroquine maculopathy in certain patients. 
	Gold labels: maculopathy	severe maculopathy
	Manual labels:
	Comments:

	Similar sentence 2: 19567656.20.txt Score: 0.9946954933056547
	Sentence: Furthermore, rechallenge with sertraline caused CK and myoglobin to again increase, which was reversed following a discontinuation of sertraline.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 3: 8467620.2.txt Score: 0.9944933623399671
	Sentence: The mild immunosuppression that occurs with methotrexate therapy probably places patients with rheumatoid arthritis at added risk of developing lymphoproliferative diseases, but coincidence cannot be excluded.
	Gold labels: lymphoproliferative diseases
	Manual labels:
	Comments:

	Similar sentence 4: 11788010.4.txt Score: 0.9943300635905725
	Sentence: Gallstones and bile sludge are common side effects of octreotide therapy but rarely become symptomatic or require treatment.
	Gold labels: Gallstones	bile sludge
	Manual labels:
	Comments:

	Similar sentence 5: 3753891.2.txt Score: 0.994308027496406
	Sentence: In addition to the recognized arrhythmic complications, the authors emphasize myocardial necrosis as a possible further manifestation of amsacrine-related cardiotoxicity.
	Gold labels: myocardial necrosis
	Manual labels:
	Comments:

	Similar sentence 6: 19034138.7.txt Score: 0.9942713884225555
	Sentence: CONCLUSIONS: Amantadine can cause reversible corneal edema but can irreversibly reduce the density of endothelial cells. 
	Gold labels: reversible corneal edema
	Manual labels:
	Comments:

	Similar sentence 7: 16001348.7.txt Score: 0.9942713210964346
	Sentence: Collagenous colitis as a subtype of microscopic colitis is a rare cause of chronic diarrhea with unknown pathogenesis.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 16341621.3.txt Score: 0.9940622118890506
	Sentence: The authors present a case report of a granulomatous reaction leading to urethral prolapse, 3 months after the transurethral injection of calcium hydroxylapatite.
	Gold labels: granulomatous reaction	urethral prolapse
	Manual labels:
	Comments:

	Similar sentence 9: 12439602.3.txt Score: 0.994048199151902
	Sentence: Hypersensitivity to carboplatin is a rare but real complication of therapy and should be considered in patients presenting with hyperacute changes on ECG whilst receiving carboplatin therapy.
	Gold labels: Hypersensitivity	hyperacute changes on ECG
	Manual labels:
	Comments:

Error in 220:
Comments:

	Similar sentence 0: 8742573.2.txt Score: 0.9982954713193022
	Sentence: OBJECTIVE: To evaluate the efficacy of the administration of insulin by a jet-injector device in stopping and reversing severe human insulin-induced lipoatrophy.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 1: 9651465.7.txt Score: 0.9981977236900237
	Sentence: She was treated with Pancrease MT 16, but had consistent vomiting 1 to 2 hours after administration of enzymes.
	Gold labels: vomiting
	Manual labels:
	Comments:

	Similar sentence 2: 16284443.4.txt Score: 0.9981163841693083
	Sentence: Based on the history and clinical features, a diagnosis of insulin-induced lipohypertrophy was made.
	Gold labels: lipohypertrophy
	Manual labels:
	Comments:

	Similar sentence 3: 4036917.6.txt Score: 0.9981039325358158
	Sentence: These findings support previous studies that showed that the use of aspirin during the antecedent illness may be a risk factor for the development of RS.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 4: 10099659.13.txt Score: 0.9980897782788144
	Sentence: We also discuss whether screening for DPD deficiency is warranted to identify patients at risk for severe toxicities from 5-FU treatment.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 5: 8164831.1.txt Score: 0.9980419057672255
	Sentence: We evaluated fluoxetine in six patients with poorly controlled cataplexy by beginning patients on a single 20 mg dose without any change in their current medications.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 6: 11147747.5.txt Score: 0.9979952756526425
	Sentence: In 2 of the 3 cases the patients were also taking lithium carbonate and beta-blockers, both of which could have contributed to the incontinence.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 7: 6851259.4.txt Score: 0.9979766384777314
	Sentence: This misleading laboratory result and alternative methods of testing for proteinuria in tolmetin-treated patients are discussed.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 10779995.1.txt Score: 0.9979721959044223
	Sentence: To date little has been reported about the risk of therapy-related leukaemia (t-AML) in children receiving oral etoposide therapy.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 9: 12042592.6.txt Score: 0.9979499432146102
	Sentence: After identification of the index patient, additional inquiry revealed that the patient's mother was hospitalized previously for overwhelming sepsis associated with metamizole use.
	Gold labels: sepsis
	Manual labels:
	Comments:

Error in 163:Hypocalcemia after therapeutic use of magnesium sulfate .
Prediction: Hypocalcemia#B
Comments:

	Similar sentence 0: 18425523.0.txt Score: 0.9964363548697663
	Sentence: Persisent ocular hypertension following intravitreal ranibizumab.
	Gold labels: Persisent ocular hypertension
	Manual labels:
	Comments:

	Similar sentence 1: 14522628.0.txt Score: 0.9962981367659197
	Sentence: Skin rash and splinter hemorrhages from ganciclovir.
	Gold labels: Skin rash	splinter hemorrhages
	Manual labels:
	Comments:

	Similar sentence 2: 6873616.0.txt Score: 0.9961407536791445
	Sentence: Intrahepatic cholestasis and sicca complex after thiabendazole.
	Gold labels: Intrahepatic cholestasis	sicca complex
	Manual labels:
	Comments:

	Similar sentence 3: 18751717.0.txt Score: 0.9945055204862335
	Sentence: Acute syphilitic posterior placoid chorioretinitis following intravitreal triamcinolone acetonide injection.
	Gold labels: Acute syphilitic posterior placoid chorioretinitis
	Manual labels:
	Comments:

	Similar sentence 4: 10465148.0.txt Score: 0.9943168415220369
	Sentence: Anterior lumbosacral radiculopathy after intrathecal methotrexate treatment.
	Gold labels: Anterior lumbosacral radiculopathy
	Manual labels:
	Comments:

	Similar sentence 5: 1951476.0.txt Score: 0.9938384081292788
	Sentence: Flurbiprofen-associated acute tubulointerstitial nephritis.
	Gold labels: acute tubulointerstitial nephritis
	Manual labels:
	Comments:

	Similar sentence 6: 3604756.0.txt Score: 0.9938153176786051
	Sentence: Progressive pulmonary fibrosis complicating cyclophosphamide therapy.
	Gold labels: Progressive pulmonary fibrosis
	Manual labels:
	Comments:

	Similar sentence 7: 9337441.0.txt Score: 0.993655624493955
	Sentence: Phenolphthalein-induced toxic epidermal necrolysis.
	Gold labels: toxic epidermal necrolysis
	Manual labels:
	Comments:

	Similar sentence 8: 15533031.0.txt Score: 0.9935513588670035
	Sentence: Paradoxical cerebral cortical hyperexcitability following flupirtine overdose.
	Gold labels: Paradoxical cerebral cortical hyperexcitability
	Manual labels:
	Comments:

	Similar sentence 9: 6597713.0.txt Score: 0.9932978613405536
	Sentence: Cholestyramine induced hyperchloremic metabolic acidosis.
	Gold labels: hyperchloremic metabolic acidosis
	Manual labels:
	Comments:

Error in 89:
Comments:

	Similar sentence 0: 17090724.8.txt Score: 0.9980090171019613
	Sentence: Use of the Naranjo probability scale indicated a highly probable relationship between the observed cardiac toxicity and amphotericin B deoxycholate therapy in this patient.
	Gold labels: cardiac toxicity
	Manual labels:
	Comments:

	Similar sentence 1: 2234880.4.txt Score: 0.9979771451032763
	Sentence: Nitrendipine is an experimental calcium channel blocking agent that also appears to cause the side effect of drug-induced gingival hyperplasia.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 2: 9754850.10.txt Score: 0.9978434907642391
	Sentence: One should therefore be aware of possible extrapyramidal side effects with olanzapine that are reduced compared to classical neuroleptic drugs but not completely eliminated.
	Gold labels: extrapyramidal side effects
	Manual labels:
	Comments:

	Similar sentence 3: 6245286.2.txt Score: 0.9978106588549912
	Sentence: In three of these patients the infection was clinically unsuspected; in the fourth, cutaneous herpes zoster developed after administration of 300 mg of cytarabine daily for the preceding five days.
	Gold labels: cutaneous herpes zoster
	Manual labels:
	Comments:

	Similar sentence 4: 8864370.3.txt Score: 0.9978089529555934
	Sentence: Studies performed 10 years ago on 25 patients with MTX-induced liver cirrhosis indicated that this type of cirrhosis was not of an aggressive nature.
	Gold labels: cirrhosis	liver cirrhosis
	Manual labels:
	Comments:

	Similar sentence 5: 1445134.5.txt Score: 0.9977472900011255
	Sentence: Norethisterone in these 69 pregnancies accounted for 33.3% (5 of 15) cases of clitoral hypertrophy diagnosed in 100,756 consecutive births.
	Gold labels: clitoral hypertrophy
	Manual labels:
	Comments:

	Similar sentence 6: 16352777.9.txt Score: 0.9977165706647664
	Sentence: In addition, while cases of loop diuretic-induced pancreatitis, including furosemide, have been published, the allergic manifestations with both sulfonamide antibiotics and non-antibiotics in our patient suggest possible cross-reactivity between these 2 drug classes.
	Gold labels: pancreatitis
	Manual labels:
	Comments:

	Similar sentence 7: 8651254.9.txt Score: 0.9976444076029731
	Sentence: The possibility can be raised that M-CSF accelerated the underlying renal disease in this case through enhancing macrophage accumulation into the glomerulus, leading to the development of nephrotic syndrome.
	Gold labels: renal disease
	Manual labels:
	Comments:

	Similar sentence 8: 17026827.2.txt Score: 0.9976441159304225
	Sentence: Subsequent use of pamidronate was associated with milder inflammation in the same eye that eventually resolved with continued monthly infusions, indicating the possibility of immunologic tolerance.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 9: 7067510.6.txt Score: 0.9975836692236055
	Sentence: Although the existence of an acute pericarditis or an acute myocarditis as possible causes of the ST elevation cannot be fully ruled out, the sudden onset, prominent magnitude, and brief duration of the ST elevation are perhaps more indicative of an acute ischemic event, possibly related to a transient coronary vasoconstriction induced by the dopamine infusion.
	Gold labels: coronary vasoconstriction
	Manual labels:
	Comments:

Error in 175:
Comments:

	Similar sentence 0: 12042592.1.txt Score: 0.9988798020868722
	Sentence: A 4-year-old boy presented with fever, septic arthritis, and persistent neutropenia.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 1: 11180704.1.txt Score: 0.9986071343674773
	Sentence: A 69-year-old type 2 diabetic man was admitted due to diabetic gangrane.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 2: 11302479.1.txt Score: 0.9983823114552253
	Sentence: We report a patient who presented with a left proximal deep vein thrombosis at 25 + 5 weeks gestation.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 3: 9647315.1.txt Score: 0.9983392464410263
	Sentence: A 37 year woman developed neuroleptic induced parkinsonism that persisted long after the drug had been discontinued.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 4: 9058350.2.txt Score: 0.9982483557017047
	Sentence: BACKGROUND: Diverse complications have been reported in association with the growth and medical treatment of uterine leiomyomata.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 5: 961329.2.txt Score: 0.9981867095707249
	Sentence: The patient appeared to be homozygous for the dibucaine resistant gene, having only 15% of normal activity in his serum.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 6: 19904536.13.txt Score: 0.9981810349159688
	Sentence: Physicians should suspect pulmonary toxicity in patients with respiratory distress after gemcitabine chemotherapy, mainly in elderly patients.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 7: 18094347.11.txt Score: 0.9981493468282484
	Sentence: In our patient, histology showed aspects of drug-induced skin reaction without vasculitis.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 515777.3.txt Score: 0.9981279969519139
	Sentence: These reports suggest the possibility that the risk of developing hyperglycemia and diabetic coma with this combination may be greater than when taking diuretics alone.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 9: 11476690.3.txt Score: 0.9981238012984253
	Sentence: RESULTS: A 9-year-old male who underwent orthokeratology treatment for 6 months suffered from a corneal ulcer.
	Gold labels: 
	Manual labels:
	Comments:

Error in 31:
Comments:

	Similar sentence 0: 3804181.2.txt Score: 0.9973573658494711
	Sentence: The main clinical features of this 58-year-old female patient were laboratory evidence of leucopenia and cholestasis, and biopsy features of fatty liver parenchyma degeneration with granulocytic portal infiltration and bile stasis, demonstrated 20 days after the initiation of antithyroid therapy with 20 mg methimazole daily.
	Gold labels: bile stasis	cholestasis	fatty liver parenchyma degeneration	granulocytic portal infiltration	leucopenia
	Manual labels:
	Comments:

	Similar sentence 1: 17188061.7.txt Score: 0.9967075487616139
	Sentence: CONCLUSIONS: We report a typical symptoms of Charles-Bonnet syndrome (CBS) in patients with severe AMD after intravitreal Avastin-injections.
	Gold labels: CBS	Charles-Bonnet syndrome
	Manual labels:
	Comments:

	Similar sentence 2: 10099659.8.txt Score: 0.9966274358267849
	Sentence: We describe the side effects of 5-FU in a colon cancer patient who suffered severe mucositis, desquamating dermatitis, prolonged myelosuppression, and neurologic toxicity that required admission to the intensive care unit.
	Gold labels: neurologic toxicity	prolonged myelosuppression	severe mucositis
	Manual labels:
	Comments:

	Similar sentence 3: 12086549.7.txt Score: 0.9965884512631765
	Sentence: After 5 days of treatment with IL-2, the patient developed a hemorrhagic lesion that progressed to toxic epidermal necrolysis, as well as grade 4 pancytopenia.
	Gold labels: hemorrhagic lesion	toxic epidermal necrolysis
	Manual labels:
	Comments:

	Similar sentence 4: 6873616.3.txt Score: 0.9965270156659064
	Sentence: A 55-yr-old man developed prolonged jaundice and sicca complex after a course of thiabendazole therapy.
	Gold labels: prolonged jaundice	sicca complex
	Manual labels:
	Comments:

	Similar sentence 5: 11518127.1.txt Score: 0.996403504675576
	Sentence: A 62-year-old woman treated with pranlukast for 2 months developed interstitial pneumonitis with a high fever.
	Gold labels: interstitial pneumonitis
	Manual labels:
	Comments:

	Similar sentence 6: 17522786.1.txt Score: 0.9957023982370392
	Sentence: INTRODUCTION: We describe the neurointensive care (NIC) management of a patient with severe cerebral swelling and raised intracranial pressure (ICP) after severe sodium valproic acid (VPA) intoxication.
	Gold labels: raised intracranial pressure	severe cerebral swelling
	Manual labels:
	Comments:

	Similar sentence 7: 20120657.5.txt Score: 0.9955400816720004
	Sentence: We report a case of Zidovudine induced anaemia and bone marrow aplasia in a patient infected with HIV.
	Gold labels: anaemia	bone marrow aplasia
	Manual labels:
	Comments:

	Similar sentence 8: 7295427.2.txt Score: 0.9954968729377338
	Sentence: He was started on digoxin, 0.25 mg daily, because of echocardiographically demonstrated left ventricular dilatation and functional impairment; he died of ventricular fibrillation 15 days later.
	Gold labels: functional impairment	left ventricular dilatation	ventricular fibrillation
	Manual labels:
	Comments:

	Similar sentence 9: 11207969.1.txt Score: 0.9953708772063817
	Sentence: We report a fatal case of toxic epidermal necrolysis (TEN) resulting from a high dose of cytosine arabinoside (ARA-C).
	Gold labels: TEN	toxic epidermal necrolysis
	Manual labels:
	Comments:

Error in 35:The association of venlafaxine treatment with ischaemic events could be explained by its unique pharmacological and haemodynamic properties .
Prediction: ischaemic#O events#O
Comments:

	Similar sentence 0: 7139589.4.txt Score: 0.9977335898206074
	Sentence: An adolescent male developed acute pancreatitis and pseudocyst of the pancreas 16 weeks after cessation of intramuscular L-asparaginase.
	Gold labels: acute pancreatitis	pseudocyst of the pancreas
	Manual labels:
	Comments:

	Similar sentence 1: 9725786.3.txt Score: 0.9965355172988114
	Sentence: We describe a renal transplant recipient maintained on cyclosporine and prednisone developing Nocardia Asteroides brain abscess.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 2: 18504683.0.txt Score: 0.9963180743700722
	Sentence: L-asparaginase-induced posterior reversible encephalopathy syndrome during acute lymphoblastic leukemia treatment in children.
	Gold labels: posterior reversible encephalopathy
	Manual labels:
	Comments:

	Similar sentence 3: 14971874.0.txt Score: 0.9962259694067346
	Sentence: Worsening of obstructive sleep apnoeas in a patient with rheumatoid arthritis treated with anti-tumor necrosis factor.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 4: 6329575.2.txt Score: 0.9961962402503833
	Sentence: k bipolar manic-depressive patient, developed while on lithium prophylaxis, akathisia at therapeutic serum lithium levels and subsequently bucco-linguo-masticatory dyskinesia.
	Gold labels: akathisia
	Manual labels:
	Comments:

	Similar sentence 5: 7351000.1.txt Score: 0.9960617038780067
	Sentence: Acute non-lymphocytic leukemia occurred in eight women following long-term treatment with Treosulfan (= dihydroxybusulfan) for ovarian carcinoma.
	Gold labels: Acute non-lymphocytic leukemia
	Manual labels:
	Comments:

	Similar sentence 6: 1359782.1.txt Score: 0.9957576066850917
	Sentence: A patient with ulcerative colitis developed skin pigmentation and diffuse pulmonary shadowing without respiratory symptomatology, while taking sulfasalazine.
	Gold labels: diffuse pulmonary shadowing	skin pigmentation
	Manual labels:
	Comments:

	Similar sentence 7: 20110001.0.txt Score: 0.9957292019953567
	Sentence: Kaposi's sarcoma in a patient treated with imatinib mesylate for chronic myeloid leukemia.
	Gold labels: Kaposi's sarcoma
	Manual labels:
	Comments:

	Similar sentence 8: 3128415.1.txt Score: 0.995640448075929
	Sentence: A young woman with epilepsy had tonic-clonic seizures during antineoplastic therapy with adriamycin and cisplatin.
	Gold labels: tonic-clonic seizures
	Manual labels:
	Comments:

	Similar sentence 9: 11688826.0.txt Score: 0.9955211210026303
	Sentence: Syndrome of inappropriate secretion of ADH (SIADH) following cisplatin administration in a pulmonary adenocarcinoma patient with a malignant pleural effusion.
	Gold labels: SIADH	Syndrome of inappropriate secretion of ADH
	Manual labels:
	Comments:

Error in 11:
Comments:

	Similar sentence 0: 3405528.1.txt Score: 0.9984469450315326
	Sentence: A case of halothane induced hepatitis is reported in a middle aged woman who underwent gastric surgery for morbid obesity.
	Gold labels: hepatitis
	Manual labels:
	Comments:

	Similar sentence 1: 15866658.4.txt Score: 0.9980885099356593
	Sentence: Herein we report four patients who underwent liver transplantation and developed neutropenia while receiving MMF.
	Gold labels: neutropenia
	Manual labels:
	Comments:

	Similar sentence 2: 16432996.0.txt Score: 0.9980181564349884
	Sentence: Development of sarcoidosis during interferon alpha 2b and ribavirin combination therapy for chronic hepatitis C--a case report and review of the literature.
	Gold labels: sarcoidosis
	Manual labels:
	Comments:

	Similar sentence 3: 9681211.1.txt Score: 0.9978906066244896
	Sentence: We describe a patient with M4 AML treated with standard chemotherapy followed by G-CSF who developed marked monocytosis on day 8 of G-CSF therapy.
	Gold labels: monocytosis
	Manual labels:
	Comments:

	Similar sentence 4: 9704170.1.txt Score: 0.9978256167772478
	Sentence: A 21-year-old patient developed rhabdomyolysis during his nineteenth week of treatment with clozapine for drug-resistant schizophrenia.
	Gold labels: rhabdomyolysis
	Manual labels:
	Comments:

	Similar sentence 5: 17968817.0.txt Score: 0.9978178011863631
	Sentence: Psychosis in a 12-year-old HIV-positive girl with an increased serum concentration of efavirenz.
	Gold labels: Psychosis
	Manual labels:
	Comments:

	Similar sentence 6: 10885900.4.txt Score: 0.9978164336367915
	Sentence: We present a case of HUS in an advanced ovarian cancer patient treated with carboplatin and gemcitabine, and described its favorable outcome after chemotherapy interruption and supportive care with a 1 year follow-up.
	Gold labels: HUS
	Manual labels:
	Comments:

	Similar sentence 7: 1849334.1.txt Score: 0.9977875597222229
	Sentence: We report on 7 patients (2 women, 5 men) with chronic renal failure, who developed under a high dosage of the new diuretic muzolimine (range 240 to 1440 mg per day) fatal neuromyeloencephalopathy.
	Gold labels: 
	Manual labels:
	Comments:

	Similar sentence 8: 20020238.1.txt Score: 0.9977372216260831
	Sentence: BACKGROUND: To assess the nature, incidence, and risk factors of retinopathy associated with pegylated interferon and ribavirin combination therapy in chronic hepatitis C patients.
	Gold labels: retinopathy
	Manual labels:
	Comments:

	Similar sentence 9: 10579985.2.txt Score: 0.997689559627299
	Sentence: We describe the clinical course of 2 patients with Crohn's disease (CD) in whom lymphoma was diagnosed after treatment with infliximab.
	Gold labels: lymphoma
	Manual labels:
	Comments:

Error in 208:
Comments:

	Similar sentence 0: 3804181.1.txt Score: 0.9977284040297792
	Sentence: The authors report a further case of methimazole-associated liver damage and present a brief review of eleven previous cases found in the literature.
	Gold labels: liver damage
	Manual labels:
	Comments:

	Similar sentence 1: 110153.1.txt Score: 0.9976707622823817
	Sentence: There have been many reports of probable lithium-induced organic brain syndromes occurring when serum lithium levels are within or close to the therapeutic range.
	Gold labels: organic brain syndromes
	Manual labels:
	Comments:

	Similar sentence 2: 17319250.3.txt Score: 0.997465498434953
	Sentence: We present a case report of a patient who developed a prolonged QT while being treated with oral methadone for a chronic pain syndrome.
	Gold labels: prolonged QT
	Manual labels:
	Comments:

	Similar sentence 3: 3171334.6.txt Score: 0.9972167630707756
	Sentence: Although differential diagnostic alternatives can be considered in all described cases it is very likely that vincristine does cause severe visual loss in a small number of patients.
	Gold labels: severe visual loss
	Manual labels:
	Comments:

	Similar sentence 4: 16092915.1.txt Score: 0.9971419366458142
	Sentence: OBJECTIVE: To our knowledge, this is the first published case report of an adolescent girl with a mitochondrial disorder and depression who displayed both new-onset psychotic and increased mood symptoms during treatment with risperidone.
	Gold labels: increased mood symptoms
	Manual labels:
	Comments:

	Similar sentence 5: 17260498.4.txt Score: 0.9971193866266955
	Sentence: Even though only a few cases of this adverse event have been reported in the literature, severe docetaxel-induced pulmonary toxicity needs to be considered in the differential diagnosis when such patients present with respiratory symptoms.
	Gold labels: pulmonary toxicity
	Manual labels:
	Comments:

